0	20
11	1
31	1
33	1
38	1
42	3
50	3
55	2
57	5
61	2
63	3
65	1
66	7
68	10
70	1
72	11
73	9
77	4
78	5
83	8
84	14
88	1
89	12
94	20
100	53
